strain	Gene set	ws_class_count_inHDR	prop_genes_inHDRs_class	prop_total_ws_genes_inHDRs	gene_set_prop_inHDR	ws_class_count	ws_class_outsideHDRs	prop_genes_OUTSIDEhdrs_class	scaling_factor	gene_set_prop_OUTSIDEHDR	saling_factor_OUTSIDE	scaled_geneSet_props	scaled_geneSet_props_NONHDR	scaled_geneSet_props_HDR
ECA2417	Core	705	0.0470062675023336	0.082366435787709	0.311990982474477	14998	14293	0.952993732497666	3.20522084346398	2.68800901752552	0.372022561487	0.150665468371923	0.354535169444839	0.150665468371923
ECA2417	Private	15	0.112781954887218	0.082366435787709	0.311990982474477	133	118	0.887218045112782	3.20522084346398	2.68800901752552	0.372022561487	0.361491072571125	0.330065129740346	0.361491072571125
ECA2452	Accessory	867	0.113214938626273	0.0560094886663152	0.261045354735011	7658	6791	0.886785061373727	3.83075194352762	2.73895464526499	0.365102796327338	0.433698346178957	0.323767705648858	0.433698346178957
ECA2452	Core	395	0.0263350890059337	0.0560094886663152	0.261045354735011	14999	14604	0.973664910994066	3.83075194352762	2.73895464526499	0.365102796327338	0.100883193392454	0.355487781689742	0.100883193392454
ECA2452	Private	13	0.121495327102804	0.0560094886663152	0.261045354735011	107	94	0.878504672897196	3.83075194352762	2.73895464526499	0.365102796327338	0.46541846042859	0.3207445126614	0.46541846042859
ECA2473	Core	716	0.0477428819097153	0.0838400426079624	0.301670685452162	14997	14281	0.952257118090285	3.31487296653018	2.69832931454784	0.370599687224452	0.158261588586758	0.352906190121518	0.158261588586758
ECA2473	Accessory	1162	0.156582670799084	0.0838400426079624	0.301670685452162	7421	6259	0.843417329200916	3.31487296653018	2.69832931454784	0.370599687224452	0.519051662458977	0.312570198401543	0.519051662458977
ECA2473	Private	11	0.0973451327433628	0.0838400426079624	0.301670685452162	113	102	0.902654867256637	3.31487296653018	2.69832931454784	0.370599687224452	0.322686748954265	0.334523611476939	0.322686748954265
ECA248	Accessory	505	0.0673064107690257	0.0281396791633431	0.0920348697319766	7503	6998	0.932693589230974	10.865447008424	2.90796513026802	0.343883078098612	0.731314239538069	0.32073754238759	0.731314239538069
ECA248	Core	129	0.00859942670488634	0.0281396791633431	0.0920348697319766	15001	14872	0.991400573295114	10.865447008424	2.90796513026802	0.343883078098612	0.093436615164769	0.340925880773453	0.093436615164769
ECA248	Private	1	0.0161290322580645	0.0281396791633431	0.0920348697319766	62	61	0.983870967741935	10.865447008424	2.90796513026802	0.343883078098612	0.175249145297162	0.338336576838957	0.175249145297162
ECA250	Core	110	0.00732991270740321	0.0256850068170823	0.0993548667425787	15007	14897	0.992670087292597	10.0649322251212	2.90064513325742	0.344750893011515	0.0737750746160677	0.342223899059941	0.0737750746160677
ECA250	Accessory	471	0.0617219237321452	0.0256850068170823	0.0993548667425787	7631	7160	0.938278076267855	10.0649322251212	2.90064513325742	0.344750893011515	0.621226979168139	0.323472204686469	0.621226979168139
ECA250	Private	3	0.0303030303030303	0.0256850068170823	0.0993548667425787	99	96	0.96969696969697	10.0649322251212	2.90064513325742	0.344750893011515	0.304997946215793	0.33430389625359	0.304997946215793
ECA251	Accessory	458	0.0605659878339064	0.0244796959922231	0.0847509798884115	7562	7104	0.939434012166094	11.7992736050564	2.91524902011159	0.343023869693891	0.714634661612779	0.322248290175271	0.714634661612779
ECA251	Core	95	0.00632784919736229	0.0244796959922231	0.0847509798884115	15013	14918	0.993672150802638	11.7992736050564	2.91524902011159	0.343023869693891	0.0746640240112142	0.340853266375372	0.0746640240112142
ECA251	Private	1	0.0178571428571429	0.0244796959922231	0.0847509798884115	56	55	0.982142857142857	11.7992736050564	2.91524902011159	0.343023869693891	0.210701314376007	0.336898443449357	0.210701314376007
ECA2529	Accessory	598	0.0798717777480967	0.0350558411629144	0.169262352504363	7487	6889	0.920128222251903	5.9079883104793	2.83073764749564	0.353264810988296	0.471881529272956	0.325048922518815	0.471881529272956
ECA2529	Core	187	0.0124674978331889	0.0350558411629144	0.169262352504363	14999	14812	0.987532502166811	5.9079883104793	2.83073764749564	0.353264810988296	0.0736578314594059	0.348860482722757	0.0736578314594059
ECA2529	Private	6	0.0769230769230769	0.0350558411629144	0.169262352504363	78	72	0.923076923076923	5.9079883104793	2.83073764749564	0.353264810988296	0.454460639267638	0.326090594758427	0.454460639267638
ECA2555	Accessory	583	0.076963696369637	0.0329288666139101	0.11198996888779	7575	6992	0.923036303630363	8.92937117432336	2.88801003111221	0.346259185123013	0.687237411832412	0.319609798334007	0.687237411832412
ECA2555	Core	163	0.010832724131056	0.0329288666139101	0.11198996888779	15047	14884	0.989167275868944	8.92937117432336	2.88801003111221	0.346259185123013	0.0967294145952488	0.342508254892731	0.0967294145952488
ECA2555	Private	3	0.0241935483870968	0.0329288666139101	0.11198996888779	124	121	0.975806451612903	8.92937117432336	2.88801003111221	0.346259185123013	0.216033173572339	0.337881946773262	0.216033173572339
ECA2561	Accessory	951	0.125279936767224	0.0644094696468721	0.197501816835381	7591	6640	0.874720063232776	5.06324456161081	2.80249818316462	0.356824495376046	0.634322958515595	0.312121545158338	0.634322958515595
ECA2561	Core	506	0.0337603416066186	0.0644094696468721	0.197501816835381	14988	14482	0.966239658393381	5.06324456161081	2.80249818316462	0.356824495376046	0.170936866037835	0.344777978518541	0.170936866037835
ECA2561	Private	4	0.0384615384615385	0.0644094696468721	0.197501816835381	104	100	0.961538461538462	5.06324456161081	2.80249818316462	0.356824495376046	0.19474017544657	0.343100476323121	0.19474017544657
ECA2565	Accessory	299	0.0398666666666667	0.0143084965003987	0.102737662018174	7500	7201	0.960133333333333	9.73352887690889	2.89726233798183	0.345153418415186	0.388043351226101	0.331393302134367	0.388043351226101
ECA2565	Core	20	0.00133253381304551	0.0143084965003987	0.102737662018174	15009	14989	0.998667466186954	9.73352887690889	2.89726233798183	0.345153418415186	0.0129702563487359	0.344693489814459	0.0129702563487359
ECA2565	Private	4	0.0615384615384615	0.0143084965003987	0.102737662018174	65	61	0.938461538461538	9.73352887690889	2.89726233798183	0.345153418415186	0.598986392425163	0.323913208051174	0.598986392425163
ECA2581	Core	809	0.0539765145449693	0.0941207603757774	0.319265625714575	14988	14179	0.946023485455031	3.13218812003897	2.68073437428542	0.373032110004021	0.169064597618863	0.352897136892648	0.169064597618863
ECA2581	Accessory	1317	0.1733350881811	0.0941207603757774	0.319265625714575	7598	6281	0.8266649118189	3.13218812003897	2.68073437428542	0.373032110004021	0.542918103986749	0.308372556322092	0.542918103986749
ECA2581	Private	8	0.0919540229885057	0.0941207603757774	0.319265625714575	87	79	0.908045977011494	3.13218812003897	2.68073437428542	0.373032110004021	0.288017298394388	0.33873030678526	0.288017298394388
ECA259	Accessory	612	0.0810703404424427	0.0379584622182943	0.22345051253764	7549	6937	0.918929659557557	4.47526384541879	2.77654948746236	0.360159256845789	0.362811163517857	0.330961023279804	0.362811163517857
ECA259	Core	237	0.0157978936141848	0.0379584622182943	0.22345051253764	15002	14765	0.984202106385815	4.47526384541879	2.77654948746236	0.360159256845789	0.0706997421253336	0.354469499221975	0.0706997421253336
ECA259	Private	10	0.126582278481013	0.0379584622182943	0.22345051253764	79	69	0.873417721518987	4.47526384541879	2.77654948746236	0.360159256845789	0.566489094356809	0.314569477498221	0.566489094356809
ECA2607	Accessory	341	0.047873087182367	0.0188254368582237	0.109879044718269	7123	6782	0.952126912817633	9.10091639915516	2.89012095528173	0.346006279831468	0.435688964216189	0.32944189103145	0.435688964216189
ECA2607	Core	73	0.0048631003930451	0.0188254368582237	0.109879044718269	15011	14938	0.995136899606955	9.10091639915516	2.89012095528173	0.346006279831468	0.0442586701178021	0.344323616556024	0.0442586701178021
ECA2607	Private	4	0.0571428571428571	0.0188254368582237	0.109879044718269	70	66	0.942857142857143	9.10091639915516	2.89012095528173	0.346006279831468	0.520052365666009	0.326234492412527	0.520052365666009
ECA2676	Accessory	860	0.115096359743041	0.0478324532990194	0.238311186222358	7472	6612	0.884903640256959	4.19619412689652	2.76168881377764	0.362097277220791	0.482966668780917	0.320421198739811	0.482966668780917
ECA2676	Core	212	0.0141239173884077	0.0478324532990194	0.238311186222358	15010	14798	0.985876082611592	4.19619412689652	2.76168881377764	0.362097277220791	0.0592666991940082	0.356983045190757	0.0592666991940082
ECA2676	Private	6	0.109090909090909	0.0478324532990194	0.238311186222358	55	49	0.890909090909091	4.19619412689652	2.76168881377764	0.362097277220791	0.457766632025075	0.322595756069432	0.457766632025075
ECA2948	Accessory	1439	0.190117584885718	0.101073938215406	0.352274775791575	7569	6130	0.809882415114282	2.83869316999198	2.64772522420843	0.377682695642621	0.539685489710458	0.305878573693918	0.539685489710458
ECA2948	Core	841	0.0560965848452508	0.101073938215406	0.352274775791575	14992	14151	0.943903415154749	2.83869316999198	2.64772522420843	0.377682695642621	0.159240992260089	0.356495986261921	0.159240992260089
ECA2948	Private	7	0.106060606060606	0.101073938215406	0.352274775791575	66	59	0.893939393939394	2.83869316999198	2.64772522420843	0.377682695642621	0.301073518029452	0.337625440044161	0.301073518029452
ECA2952	Accessory	2082	0.26394523326572	0.152885911878561	0.475823885185586	7888	5806	0.73605476673428	2.10161791186663	2.52417611481441	0.396168870361696	0.554712029983053	0.291601985461461	0.554712029983053
ECA2952	Core	1418	0.0946911519198664	0.152885911878561	0.475823885185586	14975	13557	0.905308848080134	2.10161791186663	2.52417611481441	0.396168870361696	0.199004620970076	0.358655183672354	0.199004620970076
ECA2952	Private	15	0.1171875	0.152885911878561	0.475823885185586	128	113	0.8828125	2.10161791186663	2.52417611481441	0.396168870361696	0.246283349046871	0.349742830866184	0.246283349046871
ECA2968	Core	216	0.0143160127253446	0.0312758635710241	0.0957969459153344	15088	14872	0.985683987274655	10.4387461462895	2.90420305408467	0.344328540868908	0.149441222666923	0.33939912909613	0.149441222666923
ECA2968	Accessory	499	0.0649063475546306	0.0312758635710241	0.0957969459153344	7688	7189	0.935093652445369	10.4387461462895	2.90420305408467	0.344328540868908	0.677540885405627	0.321979432922292	0.677540885405627
ECA2968	Private	3	0.0165745856353591	0.0312758635710241	0.0957969459153344	181	178	0.983425414364641	10.4387461462895	2.90420305408467	0.344328540868908	0.17301789192745	0.338621437981578	0.17301789192745
ECA3005	Private	67	0.25968992248062	0.133420479302832	0.577409207070156	258	191	0.74031007751938	1.73187401197518	2.42259079292984	0.412781226989894	0.449750227916035	0.305586102151433	0.449750227916035
ECA3005	Core	1132	0.0754566057858952	0.133420479302832	0.577409207070156	15002	13870	0.924543394214105	1.73187401197518	2.42259079292984	0.412781226989894	0.130681334592448	0.381634156669099	0.130681334592448
ECA3005	Accessory	1863	0.242262678803641	0.133420479302832	0.577409207070156	7690	5827	0.757737321196359	1.73187401197518	2.42259079292984	0.412781226989894	0.419568437491517	0.312779741179468	0.419568437491517
ECA3012	Accessory	1154	0.155756512349845	0.092002485354163	0.333655789762818	7409	6255	0.844243487650155	2.99710069683148	2.66634421023718	0.375045350919282	0.46681795169976	0.316629595087071	0.46681795169976
ECA3012	Core	903	0.0602522185894442	0.092002485354163	0.333655789762818	14987	14084	0.939747781410556	2.99710069683148	2.66634421023718	0.375045350919282	0.180581966320066	0.352448036454739	0.180581966320066
ECA3012	Private	16	0.117647058823529	0.092002485354163	0.333655789762818	136	120	0.882352941176471	2.99710069683148	2.66634421023718	0.375045350919282	0.352600081980174	0.33092236845819	0.352600081980174
ECA3025	Accessory	999	0.126391700404858	0.0729946058813294	0.318442518472343	7904	6905	0.873608299595142	3.14028417058525	2.68155748152766	0.372917607356419	0.39690585607473	0.32578391685173	0.39690585607473
ECA3025	Core	662	0.0442247311109627	0.0729946058813294	0.318442518472343	14969	14307	0.955775268889037	3.14028417058525	2.68155748152766	0.372917607356419	0.138878223056145	0.356425426444538	0.138878223056145
ECA3025	Private	17	0.147826086956522	0.0729946058813294	0.318442518472343	115	98	0.852173913043478	3.14028417058525	2.68155748152766	0.372917607356419	0.464215920869124	0.317790656703731	0.464215920869124
ECA3035	Core	291	0.0193304105221204	0.051888254305574	0.280143428868439	15054	14763	0.98066958947788	3.56960005822454	2.71985657113156	0.367666446317043	0.0690018345252651	0.360559302974526	0.0690018345252651
ECA3035	Accessory	856	0.116304347826087	0.051888254305574	0.280143428868439	7360	6504	0.883695652173913	3.56960005822454	2.71985657113156	0.367666446317043	0.415160006771767	0.324905240060605	0.415160006771767
ECA3035	Private	25	0.144508670520231	0.051888254305574	0.280143428868439	173	148	0.855491329479769	3.56960005822454	2.71985657113156	0.367666446317043	0.515838158702968	0.314535456964869	0.515838158702968
ECA3088	Core	1773	0.118042609853529	0.187122736418511	0.831611666372547	15020	13247	0.881957390146471	1.2024843330565	2.16838833362745	0.46117200710406	0.141944388981969	0.406734059794107	0.141944388981969
ECA3088	Accessory	2373	0.315978695073236	0.187122736418511	0.831611666372547	7510	5137	0.684021304926764	1.2024843330565	2.16838833362745	0.46117200710406	0.379959430405204	0.315451478095014	0.379959430405204
ECA3088	Private	132	0.397590361445783	0.187122736418511	0.831611666372547	332	200	0.602409638554217	1.2024843330565	2.16838833362745	0.46117200710406	0.478096180612827	0.277814462110879	0.478096180612827
ECA347	Accessory	1192	0.159806944630648	0.0915664788607427	0.36512084675235	7459	6267	0.840193055369353	2.73881923997144	2.63487915324765	0.379524047153145	0.437682334635468	0.318873468763743	0.437682334635468
ECA347	Core	856	0.0571657539735542	0.0915664788607427	0.36512084675235	14974	14118	0.942834246026446	2.73881923997144	2.63487915324765	0.379524047153145	0.156566666850244	0.357828268846541	0.156566666850244
ECA347	Private	16	0.148148148148148	0.0915664788607427	0.36512084675235	108	92	0.851851851851852	2.73881923997144	2.63487915324765	0.379524047153145	0.405750998514288	0.323298262389716	0.405750998514288
ECA36	Core	1011	0.0675350701402806	0.114788639655854	0.448360060388623	14970	13959	0.932464929859719	2.23035031071509	2.55163993961138	0.391904823433789	0.15062686467154	0.365437503694874	0.15062686467154
ECA36	Accessory	1583	0.205824990248342	0.114788639655854	0.448360060388623	7691	6108	0.794175009751658	2.23035031071509	2.55163993961138	0.391904823433789	0.45906183095332	0.311241016972251	0.45906183095332
ECA36	Private	21	0.175	0.114788639655854	0.448360060388623	120	99	0.825	2.23035031071509	2.55163993961138	0.391904823433789	0.39031130437514	0.323321479332876	0.39031130437514
ECA369	Core	1016	0.0675352299920234	0.128163515943682	0.628271250777466	15044	14028	0.932464770007977	1.59166920141982	2.37172874922253	0.421633376214631	0.107493745589108	0.393158269179662	0.107493745589108
ECA369	Accessory	1810	0.242855226083456	0.128163515943682	0.628271250777466	7453	5643	0.757144773916544	1.59166920141982	2.37172874922253	0.421633376214631	0.386545183760884	0.319237507309696	0.386545183760884
ECA369	Private	96	0.317880794701987	0.128163515943682	0.628271250777466	302	206	0.682119205298013	1.59166920141982	2.37172874922253	0.421633376214631	0.505961070650008	0.287604223510642	0.505961070650008
ECA594	Private	10	0.103092783505155	0.0482279545152869	0.228735554328341	97	87	0.896907216494845	4.37186078454834	2.77126444567166	0.360846111803536	0.450707297376117	0.323645481720697	0.450707297376117
ECA594	Core	279	0.0185715236637156	0.0482279545152869	0.228735554328341	15023	14744	0.981428476336284	4.37186078454834	2.77126444567166	0.360846111803536	0.0811921160147099	0.354144649699217	0.0811921160147099
ECA594	Accessory	801	0.107071247159471	0.0482279545152869	0.228735554328341	7481	6680	0.892928752840529	4.37186078454834	2.77126444567166	0.360846111803536	0.468100586609173	0.322209868580086	0.468100586609173
ECA701	Core	1454	0.096842946583189	0.173897921919833	0.732041220062758	15014	13560	0.903157053416811	1.36604329454873	2.26795877993724	0.440925121235083	0.132291657804306	0.398224633272128	0.132291657804306
ECA701	Accessory	2428	0.318844386080105	0.173897921919833	0.732041220062758	7615	5187	0.681155613919895	1.36604329454873	2.26795877993724	0.440925121235083	0.435555235609233	0.300338621647587	0.435555235609233
ECA701	Private	118	0.316353887399464	0.173897921919833	0.732041220062758	373	255	0.683646112600536	1.36604329454873	2.26795877993724	0.440925121235083	0.432153106586461	0.301436745080285	0.432153106586461
ECA703	Core	377	0.0251501000667111	0.0649310191366266	0.311700434962667	14990	14613	0.974849899933289	3.20820854844098	2.68829956503733	0.371982353828976	0.0806867660281688	0.362626960407127	0.0806867660281688
ECA703	Accessory	1062	0.14470636326475	0.0649310191366266	0.311700434962667	7339	6277	0.85529363673525	3.20820854844098	2.68829956503733	0.371982353828976	0.464248191639777	0.318154140207724	0.464248191639777
ECA703	Private	20	0.141843971631206	0.0649310191366266	0.311700434962667	141	121	0.858156028368794	3.20820854844098	2.68829956503733	0.371982353828976	0.455065042332054	0.31921889938515	0.455065042332054
ECA706	Accessory	963	0.129175050301811	0.0580145920848994	0.285651272027299	7455	6492	0.870824949698189	3.50077208794796	2.7143487279727	0.368412499725812	0.452212410555853	0.320822796541914	0.452212410555853
ECA706	Core	328	0.021860837110104	0.0580145920848994	0.285651272027299	15004	14676	0.978139162889896	3.50077208794796	2.7143487279727	0.368412499725812	0.0765298083742289	0.36035869407998	0.0765298083742289
ECA706	Private	21	0.134615384615385	0.0580145920848994	0.285651272027299	156	135	0.865384615384615	3.50077208794796	2.7143487279727	0.368412499725812	0.471257781069918	0.318818509378106	0.471257781069918
ECA722	Accessory	1149	0.154042096795817	0.0843272373884619	0.369614212926853	7459	6310	0.845957903204183	2.70552366501637	2.63038578707315	0.380172370499579	0.416764538289826	0.321609821403988	0.416764538289826
ECA722	Core	735	0.0489054494643689	0.0843272373884619	0.369614212926853	15029	14294	0.951094550535631	2.70552366501637	2.63038578707315	0.380172370499579	0.132314850874112	0.361579869846363	0.132314850874112
ECA722	Private	25	0.166666666666667	0.0843272373884619	0.369614212926853	150	125	0.833333333333333	2.70552366501637	2.63038578707315	0.380172370499579	0.450920610836062	0.316810308749649	0.450920610836062
ECA723	Core	717	0.0476855546687949	0.0827205882352941	0.302014926485433	15036	14319	0.952314445331205	3.31109462580894	2.69798507351457	0.370646972741527	0.157891383792565	0.352972466260037	0.157891383792565
ECA723	Accessory	1157	0.151103565365025	0.0827205882352941	0.302014926485433	7657	6500	0.848896434634975	3.31109462580894	2.69798507351457	0.370646972741527	0.500318203220706	0.314640893668529	0.500318203220706
ECA723	Private	16	0.103225806451613	0.0827205882352941	0.302014926485433	155	139	0.896774193548387	3.31109462580894	2.69798507351457	0.370646972741527	0.341790412986729	0.332386640071434	0.341790412986729
ECA730	Core	642	0.0427971468568762	0.0694639718804921	0.221313895745584	15001	14359	0.957202853143124	4.51846910304073	2.77868610425442	0.359882319369903	0.193377585771092	0.344480382896636	0.193377585771092
ECA730	Accessory	933	0.121912975303802	0.0694639718804921	0.221313895745584	7653	6720	0.878087024696198	4.51846910304073	2.77868610425442	0.359882319369903	0.550860012169999	0.316007995056285	0.550860012169999
ECA730	Private	6	0.0566037735849057	0.0694639718804921	0.221313895745584	106	100	0.943396226415094	4.51846910304073	2.77868610425442	0.359882319369903	0.255762402058909	0.339511622047079	0.255762402058909
ECA738	Core	341	0.0227000399414193	0.0599470666078518	0.370054774682387	15022	14681	0.977299960058581	2.7023026546767	2.62994522531761	0.380236056011103	0.0613423781949643	0.371604682352483	0.0613423781949643
ECA738	Accessory	993	0.131837493361657	0.0599470666078518	0.370054774682387	7532	6539	0.868162506638343	2.7023026546767	2.62994522531761	0.380236056011103	0.356264808297127	0.330106687500876	0.356264808297127
ECA738	Private	25	0.21551724137931	0.0599470666078518	0.370054774682387	116	91	0.78448275862069	2.7023026546767	2.62994522531761	0.380236056011103	0.582392813507909	0.298288630146641	0.582392813507909
ECA741	Accessory	1364	0.178067885117493	0.103872932985205	0.474561951361692	7660	6296	0.821932114882507	2.10720643981388	2.52543804863831	0.395970909101964	0.375225794243621	0.325461206750126	0.375225794243621
ECA741	Core	967	0.0641289210159825	0.103872932985205	0.474561951361692	15079	14112	0.935871078984018	2.10720643981388	2.52543804863831	0.395970909101964	0.135132875343194	0.370577721947537	0.135132875343194
ECA741	Private	56	0.232365145228216	0.103872932985205	0.474561951361692	241	185	0.767634854771784	2.10720643981388	2.52543804863831	0.395970909101964	0.489641330413185	0.303961071302337	0.489641330413185
ECA742	Accessory	1571	0.205843815513627	0.119907225066737	0.607719684884188	7632	6061	0.794156184486373	1.64549548891208	2.39228031511581	0.418011214522571	0.338715069848122	0.33196619119776	0.338715069848122
ECA742	Core	1099	0.0732373717179795	0.119907225066737	0.607719684884188	15006	13907	0.92676262828202	1.64549548891208	2.39228031511581	0.418011214522571	0.120511764781712	0.387397171822298	0.120511764781712
ECA742	Private	70	0.328638497652582	0.119907225066737	0.607719684884188	213	143	0.671361502347418	1.64549548891208	2.39228031511581	0.418011214522571	0.540773165370166	0.280636636979942	0.540773165370166
ECA768	Core	335	0.0223244035719046	0.0485639454876371	0.222443903236859	15006	14671	0.977675596428095	4.49551543309864	2.77755609676314	0.360028732152471	0.100359700792219	0.351991305438418	0.100359700792219
ECA768	Accessory	747	0.100945945945946	0.0485639454876371	0.222443903236859	7400	6653	0.899054054054054	4.49551543309864	2.77755609676314	0.360028732152471	0.453804057908741	0.32368529121762	0.453804057908741
ECA768	Private	12	0.0991735537190083	0.0485639454876371	0.222443903236859	121	109	0.900826446280992	4.49551543309864	2.77755609676314	0.360028732152471	0.445836241299039	0.324323403343962	0.445836241299039
ECA923	Core	215	0.0143142476697736	0.0500529661016949	0.201864395357469	15020	14805	0.985685752330226	4.95382059936405	2.79813560464253	0.357380821122768	0.0709102149709235	0.352265183536789	0.0709102149709235
ECA923	Accessory	914	0.120883481021029	0.0500529661016949	0.201864395357469	7561	6647	0.879116518978971	4.95382059936405	2.79813560464253	0.357380821122768	0.598835078404807	0.314179383415294	0.598835078404807
ECA923	Private	5	0.0666666666666667	0.0500529661016949	0.201864395357469	75	70	0.933333333333333	4.95382059936405	2.79813560464253	0.357380821122768	0.33025470662427	0.333555433047917	0.33025470662427
ED3017	Accessory	188	0.0252824098977945	0.0126537317408871	0.0317421861364733	7436	7248	0.974717590102205	31.5038162683746	2.96825781386353	0.336897959243771	0.796492396241853	0.32838036694444	0.796492396241853
ED3017	Core	97	0.00645977623867874	0.0126537317408871	0.0317421861364733	15016	14919	0.993540223761321	31.5038162683746	2.96825781386353	0.336897959243771	0.203507603758147	0.334721673811789	0.203507603758147
ED3017	Private	0	0	0.0126537317408871	0.0317421861364733	71	71	1	31.5038162683746	2.96825781386353	0.336897959243771	0	0.336897959243771	0
ED3049	Accessory	529	0.0722085722085722	0.0334522747546833	0.127817477731707	7326	6797	0.927791427791428	7.82365618338228	2.87218252226829	0.348167288202233	0.564935042452802	0.323026625431419	0.564935042452802
ED3049	Core	218	0.0145130151121763	0.0334522747546833	0.127817477731707	15021	14803	0.985486984887824	7.82365618338228	2.87218252226829	0.348167288202233	0.113544840421899	0.343114331086988	0.113544840421899
ED3049	Private	3	0.0410958904109589	0.0334522747546833	0.127817477731707	73	70	0.958904109589041	7.82365618338228	2.87218252226829	0.348167288202233	0.321520117125299	0.333859043481593	0.321520117125299
ED3073	Accessory	436	0.0589747058027864	0.0237268518518519	0.0912845994572179	7393	6957	0.941025294197214	10.9547503735136	2.90871540054278	0.343794377343825	0.646053180420931	0.323519205083321	0.646053180420931
ED3073	Core	95	0.0063358676804055	0.0237268518518519	0.0912845994572179	14994	14899	0.993664132319594	10.9547503735136	2.90871540054278	0.343794377343825	0.069407848838455	0.341616141659707	0.069407848838455
ED3073	Private	2	0.025974025974026	0.0237268518518519	0.0912845994572179	77	75	0.974025974025974	10.9547503735136	2.90871540054278	0.343794377343825	0.284538970740614	0.334864653256972	0.284538970740614
EG4725	Core	362	0.0240755520085129	0.0603371783496007	0.246495598167431	15036	14674	0.975924447991487	4.05686757668083	2.75350440183257	0.363173561420298	0.0976713263340291	0.354429957454206	0.0976713263340291
EG4725	Accessory	990	0.13353115727003	0.0603371783496007	0.246495598167431	7414	6424	0.86646884272997	4.05686757668083	2.75350440183257	0.363173561420298	0.541718222405452	0.314678575473967	0.541718222405452
EG4725	Private	8	0.0888888888888889	0.0603371783496007	0.246495598167431	90	82	0.911111111111111	4.05686757668083	2.75350440183257	0.363173561420298	0.360610451260518	0.330891467071827	0.360610451260518
JT11398	Accessory	194	0.0263981494080827	0.0114173579520114	0.0585666302303581	7349	7155	0.973601850591917	17.0745695298967	2.94143336976964	0.339970305048356	0.45073703752891	0.330995718141378	0.45073703752891
JT11398	Core	60	0.0039994667377683	0.0114173579520114	0.0585666302303581	15002	14942	0.996000533262232	17.0745695298967	2.94143336976964	0.339970305048356	0.068289172896534	0.338610605121486	0.068289172896534
JT11398	Private	2	0.028169014084507	0.0114173579520114	0.0585666302303581	71	69	0.971830985915493	17.0745695298967	2.94143336976964	0.339970305048356	0.480973789574555	0.330393676737135	0.480973789574555
JU1400	Accessory	930	0.12043512043512	0.0534040129676684	0.197552956592322	7722	6792	0.87956487956488	5.06193385940379	2.80244704340768	0.356831006798985	0.60963461399191	0.313856021520164	0.60963461399191
JU1400	Core	283	0.0188654089727351	0.0534040129676684	0.197552956592322	15001	14718	0.981134591027265	5.06193385940379	2.80244704340768	0.356831006798985	0.0954954524505881	0.350099243921569	0.0954954524505881
JU1400	Private	6	0.058252427184466	0.0534040129676684	0.197552956592322	103	97	0.941747572815534	5.06193385940379	2.80244704340768	0.356831006798985	0.294869933557502	0.336044734558267	0.294869933557502
JU1409	Core	75	0.00500166722240747	0.0147660558619463	0.0542042481334944	14995	14920	0.994998332777593	18.4487385109963	2.94579575186651	0.339466848428437	0.0922744507052167	0.337768948219558	0.0922744507052167
JU1409	Accessory	256	0.0344966985581458	0.0147660558619463	0.0542042481334944	7421	7165	0.965503301441854	18.4487385109963	2.94579575186651	0.339466848428437	0.636420571191896	0.327756362887717	0.636420571191896
JU1409	Private	1	0.0147058823529412	0.0147660558619463	0.0542042481334944	68	67	0.985294117647059	18.4487385109963	2.94579575186651	0.339466848428437	0.271304978102887	0.334474688892724	0.271304978102887
JU1581	Core	139	0.00926234423935497	0.0223232011293952	0.111443151298827	15007	14868	0.990737655760645	8.97318487807803	2.88855684870117	0.346193636607722	0.0831127272641332	0.342987071971987	0.0831127272641332
JU1581	Accessory	362	0.0478329809725159	0.0223232011293952	0.111443151298827	7568	7206	0.952167019027484	8.97318487807803	2.88855684870117	0.346193636607722	0.429214181535974	0.329634162975059	0.429214181535974
JU1581	Private	5	0.0543478260869565	0.0223232011293952	0.111443151298827	92	87	0.945652173913043	8.97318487807803	2.88855684870117	0.346193636607722	0.487673091199893	0.327378765052954	0.487673091199893
JU2001	Accessory	825	0.107407889597709	0.0467990009202051	0.209475336655403	7681	6856	0.892592110402291	4.77383168809533	2.7905246633446	0.358355549813147	0.512747186912986	0.31986533648209	0.512747186912986
JU2001	Core	232	0.0154532738293479	0.0467990009202051	0.209475336655403	15013	14781	0.984546726170652	4.77383168809533	2.7905246633446	0.358355549813147	0.0737713282913553	0.352817783373618	0.0737713282913553
JU2001	Private	11	0.0866141732283465	0.0467990009202051	0.209475336655403	127	116	0.913385826771654	4.77383168809533	2.7905246633446	0.358355549813147	0.413481484795659	0.327316880144292	0.413481484795659
JU2526	Core	563	0.037515825947891	0.0732326606975812	0.384729118448536	15007	14444	0.962484174052109	2.59923138657301	2.61527088155146	0.382369569077589	0.0975123122969683	0.368024658876304	0.0975123122969683
JU2526	Accessory	1054	0.144205773703653	0.0732326606975812	0.384729118448536	7309	6255	0.855794226296347	2.59923138657301	2.61527088155146	0.382369569077589	0.374824173135579	0.327229669528023	0.374824173135579
JU2526	Private	27	0.203007518796992	0.0732326606975812	0.384729118448536	133	106	0.796992481203007	2.59923138657301	2.61527088155146	0.382369569077589	0.527663514567452	0.304745671595673	0.527663514567452
