sc_hdr_ogs	count_inHDR
OG0007310	16
OG0007311	16
OG0007312	15
OG0007229	7
OG0007228	6
OG0004375	3
OG0004350	4
OG0004332	3
OG0013083	3
OG0013084	3
OG0008558	2
OG0008631	3
OG0008632	3
OG0003332	12
OG0015226	12
OG0003411	13
OG0015244	13
OG0003916	13
OG0015245	13
OG0015246	12
OG0003378	13
OG0015247	10
OG0015248	10
OG0015249	10
OG0015250	10
OG0015251	10
OG0003644	10
OG0015252	10
OG0015253	10
OG0015254	10
OG0015255	10
OG0015256	10
OG0015257	10
OG0015258	10
OG0015259	9
OG0015260	10
OG0015261	10
OG0015262	10
OG0015263	10
OG0015264	10
OG0015265	10
OG0008066	12
OG0003762	12
OG0014616	11
OG0007970	10
OG0007969	10
OG0007758	12
OG0007757	12
OG0007756	12
OG0011929	2
OG0011930	2
OG0011931	2
OG0011932	2
OG0011933	2
OG0012058	2
OG0012059	2
OG0008373	1
OG0008374	1
OG0008375	1
OG0015301	2
OG0015300	2
OG0004944	6
OG0014521	18
OG0004148	18
OG0014520	17
OG0014519	17
OG0004025	17
OG0006287	7
OG0006286	7
OG0006285	7
OG0006284	7
OG0006283	7
OG0006282	7
OG0006281	7
OG0006280	7
OG0006279	7
OG0006278	7
OG0006277	7
OG0006276	7
OG0015219	8
OG0015220	8
OG0015221	8
OG0015222	11
OG0013043	2
OG0013044	2
OG0013045	2
OG0014794	2
OG0014795	1
OG0014799	3
OG0003433	3
OG0014800	3
OG0014801	3
OG0007386	12
OG0007387	12
OG0007388	12
OG0007389	15
OG0007390	15
OG0007391	15
OG0007392	15
OG0007405	6
OG0007430	1
OG0007514	3
OG0007524	1
OG0007525	1
OG0007526	2
OG0004111	2
OG0007612	1
OG0007613	1
OG0008063	1
OG0007933	22
OG0007071	3
OG0006299	5
OG0012575	4
OG0007327	4
OG0007326	5
OG0007325	5
OG0007324	5
OG0007323	5
OG0007322	5
OG0007313	3
OG0007314	3
OG0007315	10
OG0007254	1
OG0009616	9
OG0007401	18
OG0007402	18
OG0007509	10
OG0015280	2
OG0007207	6
OG0006323	2
OG0006322	2
OG0006321	2
OG0006320	2
OG0006319	2
OG0005479	3
OG0007398	1
OG0007399	1
OG0007400	1
OG0007502	1
OG0007503	1
OG0007515	1
OG0007516	1
OG0004441	6
OG0004440	1
OG0003135	8
OG0004316	3
OG0004276	10
OG0008465	4
OG0008576	3
OG0008579	3
OG0007690	1
OG0007691	3
OG0005353	6
OG0005358	8
OG0005359	8
OG0005394	8
OG0005395	8
OG0005396	8
OG0005397	8
OG0005398	8
OG0005399	8
OG0005400	8
OG0005401	8
OG0005402	8
OG0005403	8
OG0005404	8
OG0003346	8
OG0005405	5
OG0005406	8
OG0005416	6
OG0005419	8
OG0005420	8
OG0003996	8
OG0003266	8
OG0003258	8
OG0005503	7
OG0005504	7
OG0006783	1
OG0003760	4
OG0003759	4
OG0008011	4
OG0008012	3
OG0008013	3
OG0008014	3
OG0014500	4
OG0008505	2
OG0007650	3
OG0007651	3
OG0007652	3
OG0007655	3
OG0015270	6
OG0003903	2
OG0012208	6
OG0012210	6
OG0012211	6
OG0015286	4
OG0015287	4
OG0015288	3
OG0007695	3
OG0010711	2
OG0004325	7
OG0004026	2
OG0007320	2
OG0007471	5
OG0007426	1
OG0015281	2
OG0015282	2
OG0005249	5
OG0005285	3
OG0006943	3
OG0006944	3
OG0003351	3
OG0006945	3
OG0006946	3
OG0003717	3
OG0003716	3
OG0014554	4
OG0008135	1
OG0005290	2
OG0003918	2
OG0015330	2
OG0015329	2
OG0005424	2
OG0005425	2
OG0005480	2
OG0005497	2
OG0005498	2
OG0005499	2
OG0005506	1
OG0005507	1
OG0005512	2
OG0003230	2
OG0005513	2
OG0005514	2
OG0006123	1
OG0003691	1
OG0003692	1
OG0006124	1
OG0006127	1
OG0003693	1
OG0006128	1
OG0006134	1
OG0006135	1
OG0006136	1
OG0006137	1
OG0006138	1
OG0006139	1
OG0006140	1
OG0006141	1
OG0006142	1
OG0006785	1
OG0006786	1
OG0003361	1
OG0007020	1
OG0007021	1
OG0007022	1
OG0004874	1
OG0004898	2
OG0004950	3
OG0004992	3
OG0012256	1
OG0012257	1
OG0012258	1
OG0012259	1
OG0012260	1
OG0012571	3
OG0004255	1
OG0004331	1
OG0004463	1
OG0004464	1
OG0010717	1
OG0010718	1
OG0015365	2
OG0015364	2
OG0015363	2
OG0015362	2
OG0015323	4
OG0015291	6
OG0015290	3
OG0015289	3
OG0012216	1
OG0012215	1
OG0012214	1
OG0007379	5
OG0007380	5
OG0007381	5
OG0007382	5
OG0007383	5
OG0007384	8
OG0007385	8
OG0007404	3
OG0007477	7
OG0007486	1
OG0003216	1
OG0007487	2
OG0007488	2
OG0014709	2
OG0014708	2
OG0014707	2
OG0003309	8
OG0014666	2
OG0014659	2
OG0014658	2
OG0014657	2
OG0014656	2
OG0014655	2
OG0014654	2
OG0014653	2
OG0014652	2
OG0014651	2
OG0014650	2
OG0014649	2
OG0014648	2
OG0008699	2
OG0008698	2
OG0003775	2
OG0008697	2
OG0008696	1
OG0008695	1
OG0008460	2
OG0008434	1
OG0015051	8
OG0015050	8
OG0014997	1
OG0014996	1
OG0014995	1
OG0007683	7
OG0007633	2
OG0003636	2
OG0014802	2
OG0014803	2
OG0014804	1
OG0014805	1
OG0015411	2
OG0015412	2
OG0015413	1
OG0015414	1
OG0015415	1
OG0015416	1
OG0015417	1
OG0003267	1
OG0008060	2
OG0003232	2
OG0008174	2
OG0014611	2
OG0014612	4
OG0014613	4
OG0008040	2
OG0008032	2
OG0008031	3
OG0008030	3
OG0008027	2
OG0008026	2
OG0008020	2
OG0008019	2
OG0008018	2
OG0008017	2
OG0008016	2
OG0008010	2
OG0008009	2
OG0008008	2
OG0008007	2
OG0007941	1
OG0007940	1
OG0007939	1
OG0003937	1
OG0007938	1
OG0007870	1
OG0007869	1
OG0007868	1
OG0007867	1
OG0011974	2
OG0012060	1
OG0012061	1
OG0012071	1
OG0012072	1
OG0004401	4
OG0003574	4
OG0004400	4
OG0003098	6
OG0004356	6
OG0004355	6
OG0004354	6
OG0005273	2
OG0014835	5
OG0014834	5
OG0014833	5
OG0012346	5
OG0008506	1
OG0014579	1
OG0015361	6
OG0007511	2
OG0007513	1
OG0008046	2
OG0012048	2
OG0012049	2
OG0012050	2
OG0015532	8
OG0008610	1
OG0008609	2
OG0008608	2
OG0008606	3
OG0008605	3
OG0008604	3
OG0015333	1
OG0015334	1
OG0015335	1
OG0012638	1
OG0012639	1
OG0012640	1
OG0014555	2
OG0014558	4
OG0014910	2
OG0003660	1
OG0005666	1
OG0005357	1
OG0004122	3
OG0003381	2
OG0008584	2
OG0014557	3
OG0007439	1
OG0007440	1
OG0007441	1
OG0007442	1
OG0007443	1
OG0007444	1
OG0007451	1
OG0007452	1
OG0007453	1
OG0007461	1
OG0007462	1
OG0007463	1
OG0007464	1
OG0007465	1
OG0004323	1
OG0013082	1
OG0008138	1
OG0007667	1
OG0014556	1
OG0011217	1
OG0014857	9
OG0003796	1
OG0008045	1
OG0008044	1
OG0008043	1
OG0008041	1
OG0007998	1
OG0014571	1
OG0014572	1
OG0008493	1
OG0008491	1
OG0008446	1
OG0007679	1
OG0004327	3
OG0004326	3
OG0013062	1
OG0013063	1
OG0008065	1
OG0008691	1
OG0004016	1
OG0008643	1
OG0008642	1
OG0008641	1
OG0004900	1
OG0004899	1
OG0015309	1
OG0007510	2
OG0012957	7
OG0008519	2
OG0015047	7
OG0015048	7
OG0004154	7
OG0015049	7
OG0004074	7
OG0011029	3
OG0011030	3
OG0008069	2
OG0007378	3
OG0003466	3
OG0007417	3
OG0007418	3
OG0014788	4
OG0003334	4
OG0012558	2
OG0014859	5
OG0014858	5
OG0003379	1
OG0014394	1
OG0014395	1
OG0014499	1
OG0004220	2
OG0014785	1
OG0014786	1
OG0015526	2
OG0007206	4
OG0003581	2
OG0015406	1
OG0015407	1
OG0004348	4
OG0007953	1
OG0007954	1
OG0007955	1
OG0007956	1
OG0004145	1
OG0005461	1
OG0007961	1
OG0007960	1
OG0015196	1
OG0015512	1
OG0004349	1
OG0004894	1
OG0007636	1
OG0003747	1
OG0007600	1
OG0007599	1
OG0007598	1
OG0007568	1
OG0004411	1
OG0004412	1
OG0008194	1
OG0008195	1
OG0008196	1
OG0015537	1
OG0008439	1
OG0014946	1
OG0008076	1
OG0008075	1
OG0014551	1
OG0014962	1
